txn_id,amount,ts,channel,risk_score,product_cd,addr1,addr2,card_id,customer_id,profile_id,email_domain
3135335,36.0,2016-08-02 17:34:54,in_person,0.05,W,494.0,87.0,C13440-K1,C13440,,gmail.com
3135351,33.97,2016-08-02 17:37:51,in_person,0.41,W,485.0,87.0,C13440-K1,C13440,,gmail.com
3135370,553.93,2016-08-02 17:42:14,in_person,0.05,W,299.0,87.0,C11227-K1,C11227,,gmail.com
3135373,107.88,2016-08-02 17:42:36,in_person,0.3,W,264.0,87.0,C09933-K1,C09933,,
3135402,26.02,2016-08-02 17:49:51,in_person,0.28,W,181.0,87.0,C13440-K1,C13440,,yahoo.com
3135415,29.57,2016-08-02 17:52:23,online,0.12,C,,87.0,C08962-K1,C08962,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3135417,29.99,2016-08-02 17:53:07,online,0.75,H,126.0,87.0,C02354-K1,C02354,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 2208x1242,gmail.com
3135424,59.08,2016-08-02 17:54:19,in_person,0.24,W,325.0,87.0,C02354-K1,C02354,,msn.com
3135425,25.99,2016-08-02 17:54:55,in_person,0.16,W,325.0,87.0,C13440-K1,C13440,,gmail.com
3135435,59.0,2016-08-02 17:58:07,in_person,0.1,W,203.0,87.0,C13440-K1,C13440,,gmail.com
3135438,24.89,2016-08-02 17:58:27,online,0.13,C,,87.0,C08962-K1,C08962,LG-X240 Build/MRA58K | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3135446,21.05,2016-08-02 17:59:55,in_person,0.02,W,272.0,87.0,C13440-K1,C13440,,yahoo.com
3135456,33.98,2016-08-02 18:01:21,in_person,0.01,W,384.0,87.0,C13440-K1,C13440,,gmail.com
3135465,20.98,2016-08-02 18:02:45,in_person,0.33,W,272.0,87.0,C13440-K1,C13440,,
3135478,29.58,2016-08-02 18:07:07,online,0.1,C,,87.0,C04597-K1,C04597,SM-G530H Build/LRX22G | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3135489,98.5,2016-08-02 18:10:05,in_person,0.05,W,299.0,87.0,C08623-K1,C08623,,gmail.com
3135527,34.04,2016-08-02 18:21:00,in_person,0.01,W,126.0,87.0,C02354-K1,C02354,,
3135554,26.13,2016-08-02 18:26:12,online,0.02,C,,87.0,C08962-K1,C08962,LG-X180g Build/LMY47I | UnknownOS | chrome 52.0 for android | UnknownScreen,gmail.com
3135558,57.92,2016-08-02 18:27:29,in_person,0.22,W,325.0,87.0,C13440-K1,C13440,,gmail.com
3135562,319.9,2016-08-02 18:28:05,in_person,0.23,W,337.0,87.0,C11227-K1,C11227,,yahoo.com
3135564,47.95,2016-08-02 18:28:24,in_person,0.09,W,191.0,87.0,C13440-K1,C13440,,
3135572,15.68,2016-08-02 18:31:07,online,0.09,C,,87.0,C11923-K1,C11923,,gmail.com
3135580,64.71,2016-08-02 18:33:52,online,0.14,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3135590,49.09,2016-08-02 18:36:01,in_person,0.26,W,272.0,87.0,C13440-K1,C13440,,yahoo.com
3135603,23.1,2016-08-02 18:40:42,online,0.28,C,,87.0,C08962-K1,C08962,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3135627,49.09,2016-08-02 18:46:18,in_person,0.11,W,272.0,87.0,C13440-K1,C13440,,yahoo.com
3135631,40.96,2016-08-02 18:47:04,online,0.17,C,,87.0,C08962-K1,C08962,Windows | UnknownOS | edge 15.0 | UnknownScreen,hotmail.com
3135633,107.89,2016-08-02 18:47:27,in_person,0.28,W,330.0,87.0,C12267-K1,C12267,,
3135644,716.17,2016-08-02 18:49:44,in_person,0.66,W,310.0,87.0,C08945-K1,C08945,,yahoo.com
3135650,97.96,2016-08-02 18:51:50,in_person,0.01,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3135651,47.31,2016-08-02 18:52:22,online,0.01,C,,87.0,C11923-K1,C11923,SM-G570M Build/MMB29K | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3135652,394.48,2016-08-02 18:53:02,in_person,0.26,W,123.0,87.0,C08623-K1,C08623,,gmail.com
3135661,28.95,2016-08-02 18:54:35,in_person,0.05,W,205.0,87.0,C13440-K1,C13440,,
3135665,88.0,2016-08-02 18:55:18,in_person,0.01,W,330.0,87.0,C12267-K1,C12267,,gmail.com
3135668,25.86,2016-08-02 18:55:53,in_person,0.14,W,441.0,87.0,C12382-K1,C12382,,
3135670,612.92,2016-08-02 18:56:03,in_person,0.13,W,325.0,87.0,C08623-K1,C08623,,gmail.com
3135675,57.9,2016-08-02 18:57:37,in_person,0.11,W,299.0,87.0,C13440-K1,C13440,,gmail.com
3135688,159.86,2016-08-02 19:01:46,in_person,0.06,W,448.0,87.0,C07987-K1,C07987,,
3135690,30.88,2016-08-02 19:02:06,in_person,0.05,W,203.0,87.0,C13440-K1,C13440,,gmail.com
3135698,6.18,2016-08-02 19:03:38,online,0.32,C,,87.0,C11923-K1,C11923,,outlook.es
3135703,28.93,2016-08-02 19:04:30,in_person,0.17,W,512.0,87.0,C13440-K1,C13440,,gmail.com
3135706,43.01,2016-08-02 19:05:07,in_person,0.16,W,251.0,87.0,C13440-K1,C13440,,gmail.com
3135712,48.02,2016-08-02 19:06:46,in_person,0.02,W,143.0,87.0,C13440-K1,C13440,,
3135715,56.97,2016-08-02 19:07:56,online,0.35,C,,87.0,C11923-K1,C11923,UnknownDevice | UnknownOS | chrome 49.0 | UnknownScreen,hotmail.com
3135718,48.89,2016-08-02 19:08:59,in_person,0.07,W,204.0,87.0,C08623-K1,C08623,,gmail.com
3135736,20.69,2016-08-02 19:13:11,online,0.01,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3135746,47.86,2016-08-02 19:15:19,in_person,0.02,W,264.0,87.0,C07847-K1,C07847,,
3135766,140.99,2016-08-02 19:19:18,in_person,0.13,W,512.0,87.0,C13440-K1,C13440,,gmail.com
3135768,48.98,2016-08-02 19:19:40,in_person,0.01,W,204.0,87.0,C08623-K1,C08623,,gmail.com
3135773,32.37,2016-08-02 19:20:02,online,0.09,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,anonymous.com
3135776,311.99,2016-08-02 19:20:24,in_person,0.07,W,231.0,87.0,C02354-K1,C02354,,
3135780,25.31,2016-08-02 19:21:00,online,0.05,C,,87.0,C11923-K1,C11923,,gmail.com
3135786,117.07,2016-08-02 19:21:53,in_person,0.02,W,436.0,87.0,C13440-K1,C13440,,yahoo.com
3135787,19.58,2016-08-02 19:22:04,in_person,0.27,W,325.0,87.0,C02354-K1,C02354,,aol.com
3135790,25.34,2016-08-02 19:22:39,online,0.19,C,,87.0,C11923-K1,C11923,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3135794,17.28,2016-08-02 19:23:28,online,0.13,C,,87.0,C04597-K1,C04597,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3135827,107.93,2016-08-02 19:28:41,in_person,0.16,W,264.0,87.0,C09933-K1,C09933,,
3135843,107.94,2016-08-02 19:32:52,in_person,0.06,W,264.0,87.0,C07671-K1,C07671,,yahoo.com
3135844,29.8,2016-08-02 19:32:56,online,0.04,C,,87.0,C08962-K1,C08962,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3135857,88.59,2016-08-02 19:35:49,in_person,0.06,W,264.0,87.0,C07671-K1,C07671,,yahoo.com
3135883,944.09,2016-08-02 19:40:37,in_person,0.08,W,143.0,87.0,C12311-K1,C12311,,
3135887,107.97,2016-08-02 19:41:33,in_person,0.36,W,269.0,87.0,C13440-K1,C13440,,yahoo.com
3135899,224.08,2016-08-02 19:43:42,online,0.27,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3135905,59.03,2016-08-02 19:44:13,in_person,0.2,W,310.0,87.0,C13440-K1,C13440,,gmail.com
3135911,14.94,2016-08-02 19:45:15,in_person,0.03,W,299.0,87.0,C13440-K1,C13440,,
3135922,21.55,2016-08-02 19:48:15,online,0.35,C,,87.0,C04597-K1,C04597,,anonymous.com
3135929,58.96,2016-08-02 19:50:28,in_person,0.05,W,204.0,87.0,C09998-K1,C09998,,yahoo.com
3135934,39.06,2016-08-02 19:51:04,in_person,0.2,W,143.0,87.0,C13440-K1,C13440,,gmail.com
3135937,55.87,2016-08-02 19:51:20,in_person,0.04,W,220.0,87.0,C08945-K1,C08945,,yahoo.com
3135959,50.06,2016-08-02 19:56:25,in_person,0.25,W,272.0,87.0,C05876-K1,C05876,,yahoo.com
3135972,35.02,2016-08-02 19:58:29,online,0.13,C,,87.0,C11923-K1,C11923,Moto G (4) Build/NPJ25.93-14.5 | UnknownOS | chrome generic | UnknownScreen,gmail.com
3135973,37.95,2016-08-02 19:58:29,online,0.23,C,,87.0,C11923-K2,C11923,UnknownDevice | UnknownOS | chrome | UnknownScreen,gmail.com
3135974,18.48,2016-08-02 19:58:30,online,0.17,C,,87.0,C04597-K1,C04597,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3135985,88.02,2016-08-02 20:00:29,in_person,0.21,W,204.0,87.0,C02354-K1,C02354,,gmail.com
3135987,14.97,2016-08-02 20:01:15,in_person,0.25,W,299.0,87.0,C13440-K1,C13440,,
3135993,59.02,2016-08-02 20:03:06,in_person,0.06,W,472.0,87.0,C05876-K1,C05876,,gmail.com
3136009,329.86,2016-08-02 20:06:27,in_person,0.02,W,251.0,87.0,C08623-K1,C08623,,
3136012,16.52,2016-08-02 20:06:54,online,0.48,C,,87.0,C08962-K1,C08962,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,anonymous.com
3136028,883.93,2016-08-02 20:10:28,in_person,0.29,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136032,41.22,2016-08-02 20:10:55,online,0.24,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3136043,29.08,2016-08-02 20:14:46,online,0.1,C,,87.0,C11923-K1,C11923,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,anonymous.com
3136045,49.86,2016-08-02 20:16:00,online,0.01,C,,87.0,C08962-K1,C08962,,hotmail.com
3136046,29.46,2016-08-02 20:16:00,in_person,0.11,W,325.0,87.0,C02354-K1,C02354,,
3136047,108.04,2016-08-02 20:16:01,in_person,0.18,W,428.0,87.0,C13440-K1,C13440,,hotmail.com
3136051,55.16,2016-08-02 20:16:59,online,0.93,C,,87.0,C13171-K2,C13171,SM-G531H Build/LMY48B | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3136056,59.04,2016-08-02 20:17:37,in_person,0.07,W,204.0,87.0,C13440-K1,C13440,,
3136074,311.92,2016-08-02 20:22:06,in_person,0.13,W,220.0,87.0,C08945-K1,C08945,,gmail.com
3136090,28.99,2016-08-02 20:25:34,in_person,0.05,W,264.0,87.0,C13440-K1,C13440,,gmail.com
3136115,58.96,2016-08-02 20:29:46,in_person,0.13,W,177.0,87.0,C13440-K1,C13440,,
3136118,62.88,2016-08-02 20:30:27,in_person,0.23,W,269.0,87.0,C13440-K1,C13440,,gmail.com
3136138,277.35,2016-08-02 20:33:44,in_person,0.07,W,512.0,87.0,C08623-K1,C08623,,
3136172,26.96,2016-08-02 20:42:56,online,0.01,C,,87.0,C11923-K1,C11923,SM-G530H Build/KTU84P | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3136193,27.74,2016-08-02 20:48:10,online,0.06,C,,87.0,C08962-K1,C08962,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,yahoo.com.mx
3136195,226.04,2016-08-02 20:49:28,in_person,0.27,W,337.0,87.0,C13440-K1,C13440,,gmail.com
3136199,75.95,2016-08-02 20:50:32,online,0.18,C,,87.0,C08962-K1,C08962,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136213,33.94,2016-08-02 20:53:23,in_person,0.01,W,184.0,87.0,C13440-K1,C13440,,
3136220,49.02,2016-08-02 20:55:04,in_person,0.14,W,299.0,87.0,C13440-K1,C13440,,gmail.com
3136225,7.16,2016-08-02 20:56:12,online,0.18,C,,87.0,C11923-K1,C11923,SM-J700M Build/MMB29K | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3136227,29.65,2016-08-02 20:56:39,online,0.03,C,,87.0,C04597-K1,C04597,UnknownDevice | UnknownOS | mobile safari 10.0 | UnknownScreen,outlook.es
3136228,54.56,2016-08-02 20:57:22,in_person,0.11,W,251.0,87.0,C08623-K1,C08623,,anonymous.com
3136245,226.02,2016-08-02 21:01:59,in_person,0.04,W,337.0,87.0,C13440-K1,C13440,,
3136255,102.92,2016-08-02 21:03:59,in_person,0.02,W,310.0,87.0,C11464-K1,C11464,,yahoo.com
3136277,884.0,2016-08-02 21:08:48,in_person,0.17,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136280,117.02,2016-08-02 21:09:55,in_person,0.05,W,337.0,87.0,C13440-K1,C13440,,
3136288,9.04,2016-08-02 21:12:48,online,0.03,C,,87.0,C11923-K1,C11923,Hisense F20 Build/MMB29M | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3136296,38.92,2016-08-02 21:14:27,in_person,0.02,W,220.0,87.0,C02354-K1,C02354,,gmail.com
3136299,53.71,2016-08-02 21:14:41,online,0.26,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,anonymous.com
3136310,102.91,2016-08-02 21:16:09,in_person,0.09,W,194.0,87.0,C07297-K1,C07297,,yahoo.com
3136313,58.96,2016-08-02 21:16:57,in_person,0.17,W,325.0,87.0,C13440-K1,C13440,,yahoo.com
3136314,25.39,2016-08-02 21:17:01,online,0.39,C,,87.0,C11847-K1,C11847,,hotmail.com
3136316,13.02,2016-08-02 21:17:36,online,0.17,C,,87.0,C11923-K1,C11923,Mi A1 Build/OPR1.170623.026 | UnknownOS | opera | UnknownScreen,gmail.com
3136317,55.19,2016-08-02 21:17:43,online,0.12,C,,87.0,C11923-K1,C11923,5056A Build/MMB29M | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3136318,884.06,2016-08-02 21:18:05,in_person,0.26,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136322,108.04,2016-08-02 21:18:34,in_person,0.04,W,204.0,87.0,C13440-K1,C13440,,gmail.com
3136336,87.06,2016-08-02 21:22:09,in_person,0.06,W,126.0,87.0,C13440-K1,C13440,,yahoo.com
3136341,46.93,2016-08-02 21:24:17,in_person,0.03,W,325.0,87.0,C03575-K1,C03575,,gmail.com
3136342,55.18,2016-08-02 21:24:22,online,0.09,C,,87.0,C11923-K1,C11923,5056A Build/MMB29M | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3136351,55.26,2016-08-02 21:26:51,online,0.21,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136359,15.93,2016-08-02 21:29:52,in_person,0.41,W,191.0,87.0,C13440-K1,C13440,,live.com
3136368,57.99,2016-08-02 21:32:22,in_person,0.34,W,325.0,87.0,C13440-K1,C13440,,
3136369,35.04,2016-08-02 21:32:30,in_person,0.05,W,123.0,87.0,C06403-K1,C06403,,yahoo.com
3136379,15.88,2016-08-02 21:33:48,in_person,0.14,W,191.0,87.0,C13440-K1,C13440,,
3136386,4.54,2016-08-02 21:34:58,online,0.12,C,,87.0,C11923-K1,C11923,Moto C Plus Build/NRD90M.05.034 | UnknownOS | chrome 58.0 for android | UnknownScreen,gmail.com
3136391,49.69,2016-08-02 21:35:48,online,0.09,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,yahoo.com.mx
3136393,55.26,2016-08-02 21:36:39,online,0.23,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136399,99.91,2016-08-02 21:37:36,online,0.94,R,476.0,87.0,C08623-K2,C08623,iOS Device | iOS 11.2.1 | mobile safari 11.0 | 1334x750,gmail.com
3136409,57.88,2016-08-02 21:39:50,in_person,0.16,W,264.0,87.0,C09933-K1,C09933,,yahoo.com
3136410,34.76,2016-08-02 21:40:11,online,0.15,C,,87.0,C11923-K1,C11923,SM-J500M Build/LMY48B | UnknownOS | chrome 63.0 for android | UnknownScreen,hotmail.com
3136416,49.03,2016-08-02 21:41:01,in_person,0.14,W,272.0,87.0,C06403-K1,C06403,,yahoo.com
3136423,49.6,2016-08-02 21:42:21,online,0.24,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,yahoo.com.mx
3136425,16.01,2016-08-02 21:42:30,in_person,0.02,W,299.0,87.0,C08945-K1,C08945,,yahoo.com
3136426,248.38,2016-08-02 21:42:31,online,0.69,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,yahoo.com.mx
3136443,53.65,2016-08-02 21:45:52,online,0.28,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,anonymous.com
3136450,58.92,2016-08-02 21:47:06,in_person,0.08,W,433.0,87.0,C13440-K1,C13440,,
3136451,55.14,2016-08-02 21:47:08,online,0.2,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136476,59.06,2016-08-02 21:52:27,in_person,0.06,W,325.0,87.0,C13440-K1,C13440,,gmail.com
3136481,58.98,2016-08-02 21:53:29,in_person,0.28,W,325.0,87.0,C13440-K1,C13440,,aol.com
3136482,25.97,2016-08-02 21:53:35,in_person,0.05,W,272.0,87.0,C13440-K1,C13440,,gmail.com
3136494,139.99,2016-08-02 21:56:31,in_person,0.12,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136505,78.53,2016-08-02 21:58:49,in_person,0.78,W,264.0,87.0,C13440-K1,C13440,,gmail.com
3136526,29.08,2016-08-02 22:03:47,in_person,0.04,W,205.0,87.0,C13440-K1,C13440,,gmail.com
3136556,59.0,2016-08-02 22:10:34,in_person,0.07,W,325.0,87.0,C13440-K1,C13440,,
3136558,24.51,2016-08-02 22:11:36,online,0.07,C,,87.0,C07220-K1,C07220,G3223 Build/42.0.A.4.101 | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3136572,93.03,2016-08-02 22:14:41,in_person,0.04,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136578,32.96,2016-08-02 22:16:31,in_person,0.07,W,184.0,87.0,C13440-K1,C13440,,gmail.com
3136585,113.04,2016-08-02 22:18:03,in_person,0.01,W,325.0,87.0,C13440-K1,C13440,,gmail.com
3136588,30.06,2016-08-02 22:18:36,online,0.01,C,,87.0,C11923-K1,C11923,MotoG3-TE Build/MPDS24.65-33-1-30 | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3136601,53.92,2016-08-02 22:21:42,in_person,0.1,W,264.0,87.0,C07671-K1,C07671,,gmail.com
3136611,57.08,2016-08-02 22:25:22,in_person,0.05,W,191.0,87.0,C06403-K1,C06403,,gmail.com
3136623,214.47,2016-08-02 22:27:09,online,0.51,C,,87.0,C11923-K2,C11923,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3136625,359.95,2016-08-02 22:27:44,in_person,0.09,W,299.0,87.0,C13440-K1,C13440,,
3136654,117.01,2016-08-02 22:38:19,in_person,0.12,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136662,112.92,2016-08-02 22:39:46,in_person,0.21,W,325.0,87.0,C02354-K1,C02354,,yahoo.com
3136664,116.98,2016-08-02 22:40:00,in_person,0.04,W,441.0,87.0,C13440-K1,C13440,,gmail.com
3136669,15.16,2016-08-02 22:40:51,online,0.28,C,,87.0,C11923-K1,C11923,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3136673,68.58,2016-08-02 22:42:17,in_person,0.04,W,310.0,87.0,C11464-K1,C11464,,aol.com
3136695,105.55,2016-08-02 22:49:14,in_person,0.05,W,384.0,87.0,C08623-K1,C08623,,gmail.com
3136701,214.63,2016-08-02 22:51:14,online,0.71,C,,87.0,C13171-K2,C13171,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3136718,50.09,2016-08-02 22:55:29,online,0.26,S,330.0,87.0,C12267-K1,C12267,UnknownDevice | Linux | chrome 63.0 | 1920x1080,
3136721,64.62,2016-08-02 22:55:55,online,0.19,C,,87.0,C08962-K1,C08962,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3136723,22.02,2016-08-02 22:56:29,online,0.17,C,,87.0,C11923-K1,C11923,HUAWEI CUN-L03 Build/HUAWEICUN-L03 | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3136728,46.83,2016-08-02 22:57:02,online,0.13,C,,87.0,C11923-K1,C11923,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136732,43.9,2016-08-02 22:57:34,in_person,0.1,W,299.0,87.0,C06403-K1,C06403,,gmail.com
3136744,57.96,2016-08-02 23:03:15,in_person,0.05,W,177.0,87.0,C08945-K1,C08945,,gmail.com
3136753,14.96,2016-08-02 23:06:09,in_person,0.06,W,310.0,87.0,C11464-K1,C11464,,gmail.com
3136757,117.07,2016-08-02 23:06:41,in_person,0.15,W,126.0,87.0,C02354-K1,C02354,,
3136762,99.92,2016-08-02 23:07:27,online,0.08,R,325.0,87.0,C03575-K1,C03575,iOS Device | iOS 10.3.3 | mobile safari 10.0 | 1334x750,yahoo.com
3136766,116.91,2016-08-02 23:08:08,in_person,0.04,W,325.0,87.0,C02354-K1,C02354,,
3136768,36.45,2016-08-02 23:08:28,in_person,0.05,W,512.0,87.0,C08945-K1,C08945,,anonymous.com
3136769,51.86,2016-08-02 23:08:30,online,0.02,C,,87.0,C11923-K1,C11923,UnknownDevice | UnknownOS | mobile | UnknownScreen,hotmail.com
3136775,159.89,2016-08-02 23:09:36,in_person,0.2,W,264.0,87.0,C09933-K1,C09933,,hotmail.com
3136777,29.36,2016-08-02 23:09:59,online,0.02,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | edge 16.0 | UnknownScreen,gmail.com
3136786,38.93,2016-08-02 23:13:39,in_person,0.11,W,325.0,87.0,C13440-K1,C13440,,yahoo.com
3136787,340.07,2016-08-02 23:13:44,in_person,0.31,W,299.0,87.0,C13440-K1,C13440,,yahoo.com
3136789,29.64,2016-08-02 23:14:42,online,0.24,C,,87.0,C11923-K1,C11923,SM-P580 Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3136790,24.88,2016-08-02 23:15:02,online,0.02,C,,87.0,C11923-K1,C11923,verykools5004 | UnknownOS | chrome | UnknownScreen,hotmail.com
3136798,16.89,2016-08-02 23:15:54,online,0.2,C,,87.0,C11847-K1,C11847,,hotmail.com
3136799,54.54,2016-08-02 23:15:58,in_person,0.19,W,325.0,87.0,C13440-K1,C13440,,gmail.com
3136813,49.08,2016-08-02 23:19:37,in_person,0.11,W,299.0,87.0,C08623-K1,C08623,,yahoo.com
3136814,32.39,2016-08-02 23:19:43,online,0.05,C,,87.0,C08962-K1,C08962,UnknownDevice | UnknownOS | mobile safari 10.0 | UnknownScreen,anonymous.com
3136817,209.86,2016-08-02 23:20:02,in_person,0.08,W,184.0,87.0,C11082-K1,C11082,,aol.com
3136822,209.91,2016-08-02 23:20:47,in_person,0.05,W,325.0,87.0,C02354-K1,C02354,,hotmail.com
3136823,3.73,2016-08-02 23:21:09,online,0.09,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3136864,49.92,2016-08-02 23:33:03,in_person,0.15,W,299.0,87.0,C13440-K1,C13440,,live.com
3136882,71.3,2016-08-02 23:37:53,online,0.09,C,,87.0,C08962-K1,C08962,,anonymous.com
3136907,30.96,2016-08-02 23:45:14,in_person,0.07,W,264.0,87.0,C07671-K1,C07671,,att.net
3136909,50.98,2016-08-02 23:45:41,online,0.1,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | firefox 57.0 | UnknownScreen,anonymous.com
3136914,48.91,2016-08-02 23:48:04,in_person,0.27,W,310.0,87.0,C13440-K1,C13440,,
3136917,80.45,2016-08-02 23:48:09,online,0.22,C,,87.0,C11923-K1,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136920,49.95,2016-08-02 23:48:45,in_person,0.13,W,299.0,87.0,C13440-K1,C13440,,live.com
3136931,26.92,2016-08-02 23:50:44,in_person,0.11,W,325.0,87.0,C02354-K1,C02354,,gmail.com
3136932,58.0,2016-08-02 23:51:01,in_person,0.06,W,337.0,87.0,C13440-K1,C13440,,gmail.com
3136955,35.74,2016-08-02 23:56:28,online,0.03,C,,87.0,C08962-K1,C08962,,anonymous.com
3136962,46.77,2016-08-02 23:58:50,online,0.02,C,,87.0,C11923-K1,C11923,Trident/7.0 | UnknownOS | ie 11.0 for desktop | UnknownScreen,anonymous.com
3136967,160.9,2016-08-03 00:00:31,online,0.2,C,,87.0,C11923-K2,C11923,SM-J730GM Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3136968,42.92,2016-08-03 00:00:35,in_person,0.06,W,264.0,87.0,C09933-K1,C09933,,gmail.com
3136980,74.54,2016-08-03 00:04:25,online,0.01,C,,87.0,C04597-K1,C04597,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,hotmail.com
3136983,160.96,2016-08-03 00:05:39,online,0.21,C,,87.0,C11923-K2,C11923,SM-J730GM Build/NRD90M | UnknownOS | chrome 63.0 for android | UnknownScreen,gmail.com
3137009,214.51,2016-08-03 00:11:41,online,0.12,C,,87.0,C11923-K2,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3137010,49.09,2016-08-03 00:12:04,in_person,0.05,W,299.0,87.0,C08623-K1,C08623,,gmail.com
3137017,37.04,2016-08-03 00:14:58,in_person,0.07,W,299.0,87.0,C06403-K1,C06403,,gmail.com
3137027,28.28,2016-08-03 00:17:24,online,0.17,C,,87.0,C11923-K1,C11923,,hotmail.com
3137034,64.73,2016-08-03 00:19:26,online,0.57,C,,87.0,C04597-K1,C04597,UnknownDevice | UnknownOS | chrome 63.0 | UnknownScreen,live.com
3137041,61.42,2016-08-03 00:21:31,online,0.2,C,,87.0,C04597-K1,C04597,UnknownDevice | UnknownOS | mobile safari 11.0 | UnknownScreen,hotmail.com
3137056,214.49,2016-08-03 00:24:50,online,0.69,C,,87.0,C11923-K2,C11923,Windows | UnknownOS | chrome 63.0 | UnknownScreen,gmail.com
3137057,116.93,2016-08-03 00:24:51,in_person,0.12,W,325.0,87.0,C02354-K1,C02354,,yahoo.com
3137060,10.94,2016-08-03 00:25:21,in_person,0.13,W,299.0,87.0,C13440-K1,C13440,,
3137061,29.04,2016-08-03 00:25:30,in_person,0.06,W,299.0,87.0,C13440-K1,C13440,,
3137065,41.73,2016-08-03 00:27:02,online,0.12,C,,87.0,C11923-K1,C11923,,gmail.com
3137071,59.04,2016-08-03 00:29:48,in_person,0.15,W,272.0,87.0,C13440-K1,C13440,,gmail.com
3137094,25.07,2016-08-03 00:36:46,online,0.68,H,472.0,87.0,C08945-K1,C08945,LGLS676 Build/MXB48T | Android 6.0.1 | chrome 63.0 for android | 1280x720,gmail.com
3137101,112.98,2016-08-03 00:38:13,in_person,0.23,W,315.0,87.0,C13440-K1,C13440,,gmail.com
3137110,499.91,2016-08-03 00:39:54,in_person,0.17,W,310.0,87.0,C11464-K1,C11464,,
