case_id,customer_id,card_id,opened_at,closed_at,outcome,pattern,first_fraud_txn_id,txn_ids,n_txns,exposure_usd,connected_card_ids,actions_taken,report_filed,analyst_notes
CC-1475,C07671,C07671-K2,2016-07-31 00:50:27,2016-08-01 20:50:27,confirmed_fraud,account_takeover,3106996.0,3106996|3107600|3107670|3112239|3112324|3117085|3117123|3120420|3120423|3122136,10,1307.98,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1475: cardholder C07671 reported unrecognized activity on card C07671-K2. 10 transaction(s) between 2016-07-26 and 2016-07-29 totaling $1,307.98 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-1524,C09933,C09933-K2,2016-08-01 05:19:36,2016-08-05 01:19:36,confirmed_fraud,account_takeover,3114927.0,3114927|3116044|3116067|3118262|3123330|3123365|3125754|3128335|3130355|3130383|3130550|3130553|3130567|3130593,14,3532.83,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-1524: cardholder C09933 reported unrecognized activity on card C09933-K2. 14 transaction(s) between 2016-07-28 and 2016-08-01 totaling $3,532.83 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-1589,C08623,C08623-K2,2016-08-03 00:37:36,2016-08-05 21:37:36,cleared,none,,3136399,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-1589: model scored a $99.91 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-1673,C12382,C12382-K1,2016-08-04 19:29:12,2016-08-06 00:29:12,confirmed_fraud,card_not_present_new_device,3140508.0,3140508,1,199.98,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1673: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $199.98 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari 11.0. Card blocked and reissued. Customer reimbursed."
CC-1682,C09933,C09933-K2,2016-08-04 22:32:03,2016-08-06 20:32:03,confirmed_fraud,out_of_region_use,3143118.0,3143118,1,206.01,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1682: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-08-04 and 2016-08-04 totaling $206.01 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-1699,C02354,C02354-K2,2016-08-05 06:23:28,2016-08-09 01:23:28,confirmed_fraud,account_takeover,3140974.0,3140974|3144339,2,329.06,,CREATE_CASE|BLOCK_CARD,No,Case CC-1699: cardholder C02354 reported unrecognized activity on card C02354-K2. 2 transaction(s) between 2016-08-04 and 2016-08-05 totaling $329.06 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a rv:57.0 on firefox. Card blocked and reissued. Customer reimbursed.
CC-1715,C13171,C13171-K2,2016-08-05 10:56:44,2016-08-11 03:56:44,confirmed_fraud,card_not_present_new_device,3119886.0,3119886|3121702|3127874|3130008|3136051|3136701|3142854|3144737,8,553.72,,CREATE_CASE|BLOCK_CARD,No,"Case CC-1715: cardholder C13171 reported unrecognized activity on card C13171-K2. 8 transaction(s) between 2016-07-29 and 2016-08-05 totaling $553.72 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-A300H Build/LRX22G on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed."
CC-1736,C08106,C08106-K1,2016-08-06 00:08:22,2016-08-07 20:08:22,confirmed_fraud,card_not_present_fraud,3146481.0,3146481,1,9.9,,CREATE_CASE|BLOCK_CARD,No,Case CC-1736: cardholder C08106 reported unrecognized activity on card C08106-K1. 1 transaction(s) between 2016-08-05 and 2016-08-05 totaling $9.90 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed.
CC-1925,C13171,C13171-K2,2016-08-10 01:01:53,2016-08-12 19:01:53,confirmed_fraud,card_not_present_fraud,3154582.0,3154582|3156117|3156207,3,120.3,,CREATE_CASE|BLOCK_CARD,No,Case CC-1925: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-08-08 and 2016-08-08 totaling $120.30 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2011,C07987,C07987-K2,2016-08-12 03:59:36,2016-08-17 22:59:36,confirmed_fraud,out_of_region_use,3160680.0,3160680|3160797|3162138|3166054|3166257,5,3059.89,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2011: cardholder C07987 reported unrecognized activity on card C07987-K2. 5 transaction(s) between 2016-08-10 and 2016-08-11 totaling $3,059.89 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2051,C02354,C02354-K2,2016-08-13 03:45:51,2016-08-14 00:45:51,confirmed_fraud,account_takeover,3156759.0,3156759|3162346|3164475|3166541|3166621,5,226.12,,CREATE_CASE|BLOCK_CARD,No,Case CC-2051: cardholder C02354 reported unrecognized activity on card C02354-K2. 5 transaction(s) between 2016-08-08 and 2016-08-12 totaling $226.12 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2059,C13171,C13171-K2,2016-08-13 10:30:46,2016-08-15 01:30:46,confirmed_fraud,card_not_present_new_device,3165986.0,3165986|3169541|3169544|3169583,4,116.95,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2059: cardholder C13171 reported unrecognized activity on card C13171-K2. 4 transaction(s) between 2016-08-11 and 2016-08-13 totaling $116.95 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2087,C07987,C07987-K2,2016-08-14 00:38:57,2016-08-16 18:38:57,cleared,none,,3171000,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,Case CC-2087: model scored a $150.00 transaction at 0.94. Cardholder confirmed travel to the billing region in question. Alert cleared.
CC-2121,C08106,C08106-K1,2016-08-14 20:40:42,2016-08-16 01:40:42,confirmed_fraud,card_not_present_fraud,3172456.0,3172456,1,102.68,,CREATE_CASE|BLOCK_CARD,No,Case CC-2121: cardholder C08106 reported unrecognized activity on card C08106-K1. 1 transaction(s) between 2016-08-14 and 2016-08-14 totaling $102.68 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-2187,C02354,C02354-K2,2016-08-16 07:34:48,2016-08-18 13:34:48,confirmed_fraud,account_takeover,3174390.0,3174390|3175364|3175980,3,543.01,,CREATE_CASE|BLOCK_CARD,No,Case CC-2187: cardholder C02354 reported unrecognized activity on card C02354-K2. 3 transaction(s) between 2016-08-14 and 2016-08-15 totaling $543.01 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2244,C13171,C13171-K2,2016-08-17 11:58:15,2016-08-22 20:58:15,confirmed_fraud,card_not_present_new_device,3180292.0,3180292,1,110.46,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2244: cardholder C13171 reported unrecognized activity on card C13171-K2. 1 transaction(s) between 2016-08-16 and 2016-08-16 totaling $110.46 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a SM-G925I Build/NRD90M on chrome 63.0 for android. Card blocked and reissued. Customer reimbursed."
CC-2247,C11923,C11923-K2,2016-08-17 14:07:24,2016-08-21 19:07:24,confirmed_fraud,card_testing,3103128.0,3103128|3103840|3105307|3107103|3107222|3107272|3108201|3110562|3112024|3112443|3112469|3112492|3112619|3112633|3115350|3115368|3115540|3115541|3115556|3116598|3116633|3120105|3120848|3122525|3122913|3122940|3123793|3124057|3124062|3126430|3126462|3126630|3127810|3127879|3129905|3131142|3135973|3136623|3136967|3136983|3137009|3137056|3139688|3142913|3145228|3145244|3147966|3148124|3149626|3149704|3152296|3154589|3154618|3154621|3154637|3154869|3155100|3156116|3156137|3156171|3158070|3163015|3164850|3167028|3167097|3169089|3169102|3169155|3169159|3174243|3179879,71,4886.18,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2247: cardholder C11923 reported unrecognized activity on card C11923-K2. 71 transaction(s) between 2016-07-25 and 2016-08-16 totaling $4,886.18 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2277,C12265,C12265-K2,2016-08-18 05:23:30,2016-08-22 16:23:30,confirmed_fraud,account_takeover,3182252.0,3182252,1,81.93,,CREATE_CASE|BLOCK_CARD,No,Case CC-2277: cardholder C12265 reported unrecognized activity on card C12265-K2. 1 transaction(s) between 2016-08-17 and 2016-08-17 totaling $81.93 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2370,C05876,C05876-K2,2016-08-20 03:47:41,2016-08-22 20:47:41,confirmed_fraud,card_not_present_fraud,3188990.0,3188990|3189081,2,149.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-2370: cardholder C05876 reported unrecognized activity on card C05876-K2. 2 transaction(s) between 2016-08-19 and 2016-08-19 totaling $149.99 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:11.0 on ie 11.0 for desktop. Card blocked and reissued. Customer reimbursed.
CC-2400,C02923,C02923-K1,2016-08-20 20:57:31,2016-08-25 16:57:31,confirmed_fraud,account_takeover,3185646.0,3185646|3188244|3188252,3,350.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-2400: cardholder C02923 reported unrecognized activity on card C02923-K1. 3 transaction(s) between 2016-08-18 and 2016-08-19 totaling $350.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2432,C02354,C02354-K2,2016-08-21 19:44:38,2016-08-22 16:44:38,confirmed_fraud,account_takeover,3190758.0,3190758|3191102,2,359.41,,CREATE_CASE|BLOCK_CARD,No,Case CC-2432: cardholder C02354 reported unrecognized activity on card C02354-K2. 2 transaction(s) between 2016-08-20 and 2016-08-20 totaling $359.41 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2447,C12265,C12265-K2,2016-08-22 05:40:17,2016-08-26 16:40:17,confirmed_fraud,account_takeover,3193949.0,3193949,1,33.95,,CREATE_CASE|BLOCK_CARD,No,Case CC-2447: cardholder C12265 reported unrecognized activity on card C12265-K2. 1 transaction(s) between 2016-08-21 and 2016-08-21 totaling $33.95 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2454,C13171,C13171-K2,2016-08-22 09:15:15,2016-08-23 21:15:15,confirmed_fraud,card_not_present_fraud,3190392.0,3190392|3190408|3194953,3,86.69,,CREATE_CASE|BLOCK_CARD,No,Case CC-2454: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-08-20 and 2016-08-21 totaling $86.69 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Moto G (5) Plus Build/NPN25.137-92 on chrome generic. Card blocked and reissued. Customer reimbursed.
CC-2565,C09933,C09933-K2,2016-08-24 23:06:30,2016-08-28 21:06:30,confirmed_fraud,out_of_region_use,3189882.0,3189882|3195375|3196915|3197197|3197830|3200797,6,513.8,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2565: cardholder C09933 reported unrecognized activity on card C09933-K2. 6 transaction(s) between 2016-08-20 and 2016-08-23 totaling $513.80 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2589,C02354,C02354-K2,2016-08-25 13:12:26,2016-08-29 23:12:26,confirmed_fraud,out_of_region_use,3203872.0,3203872|3203948,2,96.02,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2589: cardholder C02354 reported unrecognized activity on card C02354-K2. 2 transaction(s) between 2016-08-24 and 2016-08-24 totaling $96.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2673,C11923,C11923-K2,2016-08-27 18:54:07,2016-09-02 06:54:07,confirmed_fraud,card_testing,3186138.0,3186138|3186160|3186448|3187009|3187050|3188317|3188386|3189940|3193275|3194839|3194942|3196129|3196157|3196538|3196540|3196886|3198442|3198938|3199813|3199827|3199856|3200333|3200410|3204764|3207341|3207390|3208778|3209214|3209716|3209784|3210458|3210460|3210467,33,1334.96,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-2673: cardholder C11923 reported unrecognized activity on card C11923-K2. 33 transaction(s) between 2016-08-18 and 2016-08-27 totaling $1,334.96 were confirmed fraudulent. A run of very small online authorizations followed by a larger purchase, consistent with testing a stolen card number before use. Card blocked and reissued. Customer reimbursed."
CC-2716,C13171,C13171-K2,2016-08-28 15:53:02,2016-09-03 02:53:02,confirmed_fraud,card_not_present_new_device,3203970.0,3203970|3206378|3207930|3208000|3209774|3213038,6,253.69,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2716: cardholder C13171 reported unrecognized activity on card C13171-K2. 6 transaction(s) between 2016-08-24 and 2016-08-28 totaling $253.69 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-2717,C02923,C02923-K1,2016-08-28 16:04:23,2016-09-02 19:04:23,confirmed_fraud,account_takeover,3205296.0,3205296|3205317|3210098|3211111|3211443|3211509,6,896.08,,CREATE_CASE|BLOCK_CARD,No,Case CC-2717: cardholder C02923 reported unrecognized activity on card C02923-K1. 6 transaction(s) between 2016-08-25 and 2016-08-27 totaling $896.08 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a Windows on edge 15.0. Card blocked and reissued. Customer reimbursed.
CC-2799,C11923,C11923-K2,2016-08-30 19:24:37,2016-09-02 01:24:37,confirmed_fraud,card_not_present_new_device,3216701.0,3216701|3218551,2,36.14,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2799: cardholder C11923 reported unrecognized activity on card C11923-K2. 2 transaction(s) between 2016-08-29 and 2016-08-30 totaling $36.14 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 63.0. Card blocked and reissued. Customer reimbursed."
CC-2817,C08623,C08623-K2,2016-08-31 03:17:33,2016-09-03 20:17:33,confirmed_fraud,out_of_region_use,3220442.0,3220442,1,38.96,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2817: cardholder C08623 reported unrecognized activity on card C08623-K2. 1 transaction(s) between 2016-08-30 and 2016-08-30 totaling $38.96 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2834,C09933,C09933-K2,2016-08-31 11:53:37,2016-09-03 18:53:37,confirmed_fraud,account_takeover,3215295.0,3215295|3215680|3218944|3220136,4,387.92,,CREATE_CASE|BLOCK_CARD,No,Case CC-2834: cardholder C09933 reported unrecognized activity on card C09933-K2. 4 transaction(s) between 2016-08-28 and 2016-08-30 totaling $387.92 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2857,C02923,C02923-K1,2016-09-01 00:18:13,2016-09-05 22:18:13,confirmed_fraud,account_takeover,3220814.0,3220814|3220870,2,539.97,,CREATE_CASE|BLOCK_CARD,No,Case CC-2857: cardholder C02923 reported unrecognized activity on card C02923-K1. 2 transaction(s) between 2016-08-30 and 2016-08-30 totaling $539.97 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-2860,C07987,C07987-K2,2016-09-01 00:34:41,2016-09-02 14:34:41,confirmed_fraud,card_not_present_fraud,3222220.0,3222220,1,149.92,,CREATE_CASE|BLOCK_CARD,No,Case CC-2860: cardholder C07987 reported unrecognized activity on card C07987-K2. 1 transaction(s) between 2016-08-31 and 2016-08-31 totaling $149.92 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a rv:57.0 on firefox 57.0. Card blocked and reissued. Customer reimbursed.
CC-2935,C08623,C08623-K2,2016-09-02 08:49:06,2016-09-04 05:49:06,confirmed_fraud,out_of_region_use,3227871.0,3227871|3227895,2,238.0,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2935: cardholder C08623 reported unrecognized activity on card C08623-K2. 2 transaction(s) between 2016-09-02 and 2016-09-02 totaling $238.00 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2964,C12382,C12382-K1,2016-09-03 00:50:57,2016-09-05 22:50:57,confirmed_fraud,out_of_region_use,3226855.0,3226855,1,171.08,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2964: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-09-01 and 2016-09-01 totaling $171.08 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-2986,C09933,C09933-K2,2016-09-03 11:18:11,2016-09-05 01:18:11,confirmed_fraud,out_of_region_use,3230964.0,3230964,1,210.02,,CREATE_CASE|BLOCK_CARD,No,"Case CC-2986: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-09-03 and 2016-09-03 totaling $210.02 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3039,C11923,C11923-K2,2016-09-04 17:18:26,2016-09-09 01:18:26,confirmed_fraud,card_not_present_new_device,3227364.0,3227364|3228001|3229286|3231610|3231612|3232900|3233820|3234600,8,108.85,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3039: cardholder C11923 reported unrecognized activity on card C11923-K2. 8 transaction(s) between 2016-09-02 and 2016-09-04 totaling $108.85 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3079,C13171,C13171-K2,2016-09-05 09:25:32,2016-09-10 19:25:32,confirmed_fraud,card_not_present_new_device,3224407.0,3224407|3224421|3227395|3228738|3228873|3228910|3228965|3229170|3229528|3233879|3234059|3234250|3234576|3236595,14,847.02,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3079: cardholder C13171 reported unrecognized activity on card C13171-K2. 14 transaction(s) between 2016-09-01 and 2016-09-04 totaling $847.02 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Card blocked and reissued. Customer reimbursed."
CC-3085,C02354,C02354-K2,2016-09-05 12:11:49,2016-09-10 00:11:49,confirmed_fraud,account_takeover,3231738.0,3231738|3231751|3231776|3237600|3237671|3237694,6,2328.05,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3085: cardholder C02354 reported unrecognized activity on card C02354-K2. 6 transaction(s) between 2016-09-03 and 2016-09-05 totaling $2,328.05 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed."
CC-3136,C09933,C09933-K2,2016-09-06 17:41:27,2016-09-08 02:41:27,confirmed_fraud,account_takeover,3241674.0,3241674,1,73.99,,CREATE_CASE|BLOCK_CARD,No,Case CC-3136: cardholder C09933 reported unrecognized activity on card C09933-K2. 1 transaction(s) between 2016-09-06 and 2016-09-06 totaling $73.99 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3206,C11923,C11923-K2,2016-09-08 09:12:22,2016-09-13 02:12:22,confirmed_fraud,card_not_present_new_device,3243592.0,3243592|3247856|3247862,3,100.24,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3206: cardholder C11923 reported unrecognized activity on card C11923-K2. 3 transaction(s) between 2016-09-06 and 2016-09-08 totaling $100.24 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed."
CC-3216,C07671,C07671-K2,2016-09-08 12:21:18,2016-09-12 01:21:18,confirmed_fraud,card_not_present_new_device,3247646.0,3247646|3247679|3247726,3,449.97,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3216: cardholder C07671 reported unrecognized activity on card C07671-K2. 3 transaction(s) between 2016-09-08 and 2016-09-08 totaling $449.97 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
CC-3327,C08623,C08623-K2,2016-09-11 01:49:57,2016-09-13 04:49:57,confirmed_fraud,account_takeover,3252324.0,3252324|3252393|3254075,3,528.69,,CREATE_CASE|BLOCK_CARD,No,Case CC-3327: cardholder C08623 reported unrecognized activity on card C08623-K2. 3 transaction(s) between 2016-09-09 and 2016-09-10 totaling $528.69 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Online transactions came from a SAMSUNG SM-S727VL Build/MMB29M on samsung browser 6.2. Card blocked and reissued. Customer reimbursed.
CC-3422,C13171,C13171-K2,2016-09-13 08:11:47,2016-09-17 02:11:47,confirmed_fraud,card_not_present_fraud,3262531.0,3262531|3262544,2,124.24,,CREATE_CASE|BLOCK_CARD,No,Case CC-3422: cardholder C13171 reported unrecognized activity on card C13171-K2. 2 transaction(s) between 2016-09-13 and 2016-09-13 totaling $124.24 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3439,C09933,C09933-K2,2016-09-13 20:39:39,2016-09-16 00:39:39,confirmed_fraud,out_of_region_use,3255549.0,3255549|3256630|3262275,3,454.82,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3439: cardholder C09933 reported unrecognized activity on card C09933-K2. 3 transaction(s) between 2016-09-10 and 2016-09-13 totaling $454.82 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3537,C02354,C02354-K2,2016-09-16 03:31:31,2016-09-17 23:31:31,confirmed_fraud,out_of_region_use,3263436.0,3263436|3268025,2,275.93,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3537: cardholder C02354 reported unrecognized activity on card C02354-K2. 2 transaction(s) between 2016-09-13 and 2016-09-14 totaling $275.93 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3566,C13171,C13171-K2,2016-09-16 18:50:28,2016-09-20 23:50:28,confirmed_fraud,card_not_present_fraud,3270963.0,3270963|3271098,2,88.07,,CREATE_CASE|BLOCK_CARD,No,Case CC-3566: cardholder C13171 reported unrecognized activity on card C13171-K2. 2 transaction(s) between 2016-09-15 and 2016-09-15 totaling $88.07 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Windows on chrome 64.0. Card blocked and reissued. Customer reimbursed.
CC-3587,C12382,C12382-K1,2016-09-17 04:08:08,2016-09-21 01:08:08,confirmed_fraud,out_of_region_use,3271314.0,3271314,1,49.09,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3587: cardholder C12382 reported unrecognized activity on card C12382-K1. 1 transaction(s) between 2016-09-16 and 2016-09-16 totaling $49.09 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3634,C02354,C02354-K2,2016-09-18 06:08:17,2016-09-20 06:08:17,confirmed_fraud,account_takeover,3274919.0,3274919,1,96.96,,CREATE_CASE|BLOCK_CARD,No,Case CC-3634: cardholder C02354 reported unrecognized activity on card C02354-K2. 1 transaction(s) between 2016-09-17 and 2016-09-17 totaling $96.96 were confirmed fraudulent. Mixed-channel activity inconsistent with the cardholder; credentials and card data both used. Card blocked and reissued. Customer reimbursed.
CC-3682,C08623,C08623-K2,2016-09-19 08:55:46,2016-09-24 03:55:46,confirmed_fraud,out_of_region_use,3275452.0,3275452|3280670,2,300.51,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3682: cardholder C08623 reported unrecognized activity on card C08623-K2. 2 transaction(s) between 2016-09-17 and 2016-09-19 totaling $300.51 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3728,C13171,C13171-K2,2016-09-20 09:24:14,2016-09-25 01:24:14,confirmed_fraud,card_not_present_fraud,3280741.0,3280741|3281211|3283227,3,113.95,,CREATE_CASE|BLOCK_CARD,No,Case CC-3728: cardholder C13171 reported unrecognized activity on card C13171-K2. 3 transaction(s) between 2016-09-19 and 2016-09-20 totaling $113.95 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Online transactions came from a Mi on chrome 64.0 for android. Card blocked and reissued. Customer reimbursed.
CC-3761,C07671,C07671-K2,2016-09-21 02:32:39,2016-09-22 00:32:39,cleared,none,,3285920,1,0.0,,VERIFY_WITH_CUSTOMER|CLOSE_NO_FRAUD,No,"Case CC-3761: model scored a $3,891.01 transaction at 0.89. Cardholder confirmed the purchase. Amount unusual for this customer but consistent with their stated intent. Alert cleared."
CC-3778,C08106,C08106-K1,2016-09-21 09:52:21,2016-09-25 23:52:21,confirmed_fraud,card_not_present_fraud,3285800.0,3285800,1,58.42,,CREATE_CASE|BLOCK_CARD,No,Case CC-3778: cardholder C08106 reported unrecognized activity on card C08106-K1. 1 transaction(s) between 2016-09-20 and 2016-09-20 totaling $58.42 were confirmed fraudulent. Online purchases inconsistent with the cardholder's usual merchants and amounts. Card blocked and reissued. Customer reimbursed.
CC-3821,C09933,C09933-K2,2016-09-22 11:28:04,2016-09-27 23:28:04,confirmed_fraud,out_of_region_use,3274830.0,3274830|3277847|3277850|3279313|3284741|3288463,6,1137.05,,CREATE_CASE|BLOCK_CARD|FILE_REPORT,Yes,"Case CC-3821: cardholder C09933 reported unrecognized activity on card C09933-K2. 6 transaction(s) between 2016-09-17 and 2016-09-21 totaling $1,137.05 were confirmed fraudulent. Card-present use in a billing region the cardholder had no history in, while the cardholder retained the card. Card blocked and reissued. Customer reimbursed."
CC-3886,C03042,C03042-K1,2016-09-24 10:19:55,2016-09-27 07:19:55,confirmed_fraud,card_not_present_new_device,3292070.0,3292070,1,175.05,,CREATE_CASE|BLOCK_CARD,No,"Case CC-3886: cardholder C03042 reported unrecognized activity on card C03042-K1. 1 transaction(s) between 2016-09-23 and 2016-09-23 totaling $175.05 were confirmed fraudulent. Online purchases from a device not previously seen on this account, inconsistent with the cardholder's history. Online transactions came from a iOS Device on mobile safari generic. Card blocked and reissued. Customer reimbursed."
